tipo_registo,fluxo,ano,periodo,cenario,seccao_sh,continente,pais,latitude,longitude,provincia,indice,cobertura,exportacoes_mil_usd,importacoes_mil_usd,saldo_mil_usd,valor_mil_usd
parceiro,EXP,2022,,,,África,Costa do Marfim,7.54,-5.5471,,,,,,,5384.311
parceiro,EXP,2025,,,,Ásia,Sri Lanka,7.8731,80.7718,,,,,,,115.131
parceiro,EXP,2024,,,,Ásia,Sri Lanka,7.8731,80.7718,,,,,,,43.766
parceiro,EXP,2023,,,,Ásia,Sri Lanka,7.8731,80.7718,,,,,,,780.526
parceiro,EXP,2022,,,,Ásia,Sri Lanka,7.8731,80.7718,,,,,,,770.628
parceiro,EXP,2025,,,,África,Ghana,7.9465,-1.0232,,,,,,,82.16
parceiro,EXP,2024,,,,África,Gana,7.9465,-1.0232,,,,,,,86.265
parceiro,EXP,2023,,,,África,Gana,7.9465,-1.0232,,,,,,,226.397
parceiro,EXP,2022,,,,África,Gana,7.9465,-1.0232,,,,,,,2567.135
parceiro,EXP,2025,,,,África,Gana,7.9465,-1.0232,,,,,,,2.527
parceiro,EXP,2025,,,,África,Serra Leoa,8.4606,-11.7799,,,,,,,404.882
parceiro,EXP,2025,,,,América do Sul,Panama,8.538,-80.7821,,,,,,,11.817
parceiro,EXP,2023,,,,América do Sul,Panamá,8.538,-80.7821,,,,,,,1.323
parceiro,EXP,2022,,,,América do Sul,Panamá,8.538,-80.7821,,,,,,,12.312
parceiro,EXP,2025,,,,América,Panamá,8.538,-80.7821,,,,,,,8.653
parceiro,EXP,2025,,,,África,Togo,8.6195,0.8248,,,,,,,12.801
parceiro,EXP,2024,,,,África,Togo,8.6195,0.8248,,,,,,,11.615
parceiro,EXP,2023,,,,África,Togo,8.6195,0.8248,,,,,,,5479.023
parceiro,EXP,2022,,,,África,Togo,8.6195,0.8248,,,,,,,15196.616
parceiro,EXP,2025,,,,África,Nigéria,9.082,8.6753,,,,,,,1719.282
parceiro,EXP,2024,,,,África,Nigéria,9.082,8.6753,,,,,,,2819.134
parceiro,EXP,2023,,,,África,Nigéria,9.082,8.6753,,,,,,,6154.065
parceiro,EXP,2022,,,,África,Nigéria,9.082,8.6753,,,,,,,3604.459
parceiro,EXP,2025,,,,África,Etiópia,9.145,40.4897,,,,,,,27.023
parceiro,EXP,2024,,,,África,Etiópia,9.145,40.4897,,,,,,,31.257
parceiro,EXP,2023,,,,África,Etiópia,9.145,40.4897,,,,,,,3158.519
parceiro,EXP,2022,,,,África,Etiópia,9.145,40.4897,,,,,,,96.15
parceiro,EXP,2023,,,,África,Benin,9.3077,2.3158,,,,,,,106.159
parceiro,EXP,2025,,,,América do Norte,Costa Rica,9.7489,-83.7534,,,,,,,100.365
parceiro,EXP,2025,,,,África,Guine,9.9456,-9.6966,,,,,,,261.534
parceiro,EXP,2024,,,,África,Guiné,9.9456,-9.6966,,,,,,,44.19
parceiro,EXP,2023,,,,África,Guiné,9.9456,-9.6966,,,,,,,503.044
parceiro,EXP,2022,,,,África,Guiné,9.9456,-9.6966,,,,,,,5.684
parceiro,EXP,2024,,,,América do Sul,Trindade e Tobago,10.6918,-61.2225,,,,,,,2.703
parceiro,EXP,2022,,,,África,Guiné Bissau,11.8037,-15.1804,,,,,,,0.505
parceiro,EXP,2023,,,,África,Jiboti,11.8251,42.5903,,,,,,,999.61
parceiro,EXP,2022,,,,África,Jiboti,11.8251,42.5903,,,,,,,552.116
parceiro,EXP,2025,,,,América do Norte,Antilhas Holandesas,12.2261,-69.0601,,,,,,,22.439
parceiro,EXP,2023,,,,América do Norte,Antilhas Holandesas,12.2261,-69.0601,,,,,,,84.417
parceiro,EXP,2022,,,,América do Norte,Antilhas Holandesas,12.2261,-69.0601,,,,,,,2378.828
parceiro,EXP,2025,,,,América,Antilhas Holandesas,12.2261,-69.0601,,,,,,,186.195
parceiro,EXP,2025,,,,África,Burquina Faso,12.2383,-1.5616,,,,,,,129.609
parceiro,EXP,2022,,,,África,Burquina Fasso,12.2383,-1.5616,,,,,,,8.267
parceiro,EXP,2025,,,,Ásia,Camboja,12.5657,104.991,,,,,,,943.564
parceiro,EXP,2024,,,,Ásia,Camboja,12.5657,104.991,,,,,,,5.049
parceiro,EXP,2023,,,,Ásia,Camboja,12.5657,104.991,,,,,,,497.565
parceiro,EXP,2023,,,,América do Norte,Nicarágua,12.8654,-85.2072,,,,,,,2.634
parceiro,EXP,2025,,,,América,Nicarágua,12.8654,-85.2072,,,,,,,8.074
parceiro,EXP,2025,,,,Ásia,Filipinas,12.8797,121.774,,,,,,,30491.688
parceiro,EXP,2024,,,,Ásia,Filipinas,12.8797,121.774,,,,,,,1276.129
parceiro,EXP,2023,,,,Ásia,Filipinas,12.8797,121.774,,,,,,,2524.99
parceiro,EXP,2022,,,,Ásia,Filipinas,12.8797,121.774,,,,,,,24775.631
parceiro,EXP,2025,,,,América do Norte,Barbados,13.1939,-59.5432,,,,,,,1.487
parceiro,EXP,2022,,,,América do Norte,Barbados,13.1939,-59.5432,,,,,,,7.068
parceiro,EXP,2023,,,,África,Gâmbia,13.4432,-15.3101,,,,,,,0.001
parceiro,EXP,2022,,,,África,Gâmbia,13.4432,-15.3101,,,,,,,3.67
parceiro,EXP,2024,,,,América do Norte,EUA Territórios Insulares,13.4443,144.7937,,,,,,,84746.318
parceiro,EXP,2023,,,,América do Norte,EUA Territórios Insulares,13.4443,144.7937,,,,,,,43273.589
parceiro,EXP,2022,,,,América do Norte,EUA Territórios Insulares,13.4443,144.7937,,,,,,,51180.977
parceiro,EXP,2025,,,,Ásia,Vietname,14.0583,108.2772,,,,,,,279696.528
parceiro,EXP,2024,,,,Ásia,Vietname,14.0583,108.2772,,,,,,,350747.744
parceiro,EXP,2023,,,,Ásia,Vietname,14.0583,108.2772,,,,,,,324325
parceiro,EXP,2022,,,,Ásia,Vietname,14.0583,108.2772,,,,,,,172800.746
parceiro,EXP,2025,,,,África,Senegal,14.4974,-14.4524,,,,,,,3796.023
parceiro,EXP,2024,,,,África,Senegal,14.4974,-14.4524,,,,,,,11859.419
parceiro,EXP,2023,,,,África,Senegal,14.4974,-14.4524,,,,,,,5367.523
parceiro,EXP,2022,,,,África,Senegal,14.4974,-14.4524,,,,,,,6368.554
parceiro,EXP,2023,,,,América do Norte,Honduras,15.2,-86.2419,,,,,,,214.595
parceiro,EXP,2025,,,,África,Chade,15.4542,18.7322,,,,,,,0.326
parceiro,EXP,2022,,,,Ásia,Iémen,15.5527,48.5164,,,,,,,47.454
parceiro,EXP,2025,,,,Ásia,Tailândia,15.87,100.9925,,,,,,,322869.193
parceiro,EXP,2024,,,,Ásia,Tailândia,15.87,100.9925,,,,,,,139817.475
parceiro,EXP,2023,,,,Ásia,Tailândia,15.87,100.9925,,,,,,,360590.306
parceiro,EXP,2022,,,,Ásia,Tailândia,15.87,100.9925,,,,,,,174385.978
parceiro,EXP,2025,,,,África,Cabo Verde,16.5388,-23.0418,,,,,,,8
parceiro,EXP,2024,,,,África,Cabo Verde,16.5388,-23.0418,,,,,,,10.812
parceiro,EXP,2023,,,,África,Cabo Verde,16.5388,-23.0418,,,,,,,8.079
parceiro,EXP,2022,,,,América do Norte,Antigua e Barbuda,17.0608,-61.7964,,,,,,,3.114
parceiro,EXP,2025,,,,África,Mali,17.5707,-3.9962,,,,,,,5.088
parceiro,EXP,2023,,,,África,Mali,17.5707,-3.9962,,,,,,,20.197
parceiro,EXP,2022,,,,África,Mali,17.5707,-3.9962,,,,,,,20.178
parceiro,EXP,2024,,,,África,Níger,17.6078,8.0817,,,,,,,8.079
parceiro,EXP,2023,,,,África,Níger,17.6078,8.0817,,,,,,,1120.697
parceiro,EXP,2022,,,,África,Níger,17.6078,8.0817,,,,,,,1.564
parceiro,EXP,2023,,,,América do Norte,Jamaica,18.1096,-77.2975,,,,,,,26.083
parceiro,EXP,2025,,,,América do Norte,Ilhas Virgens Americanas,18.3358,-64.8963,,,,,,,108.915
parceiro,EXP,2024,,,,América do Norte,Ilhas Virgens Americanas,18.3358,-64.8963,,,,,,,93.925
parceiro,EXP,2025,,,,América do Norte,República Dominicana,18.7357,-70.1627,,,,,,,220.441
parceiro,EXP,2023,,,,América do Norte,República Dominicana,18.7357,-70.1627,,,,,,,1989.473
parceiro,EXP,2022,,,,América do Norte,República Dominicana,18.7357,-70.1627,,,,,,,452.256
parceiro,EXP,2025,,,,Ásia,Laos,19.8563,102.4955,,,,,,,8
parceiro,EXP,2024,,,,Ásia,Laos,19.8563,102.4955,,,,,,,8.075
parceiro,EXP,2025,,,,Ásia,India,20.5937,78.9629,,,,,,,1144210.783
parceiro,EXP,2024,,,,Ásia,Índia,20.5937,78.9629,,,,,,,1435851.666
parceiro,EXP,2023,,,,Ásia,Índia,20.5937,78.9629,,,,,,,1291135.634
parceiro,EXP,2022,,,,Ásia,Índia,20.5937,78.9629,,,,,,,1744679.271
parceiro,EXP,2025,,,,Ásia,Índia,20.5937,78.9629,,,,,,,444249.965
parceiro,EXP,2024,,,,África,Mauritânia,21.0079,-10.9408,,,,,,,88.492
parceiro,EXP,2022,,,,África,Mauritânia,21.0079,-10.9408,,,,,,,101.731
parceiro,EXP,2025,,,,Ásia,Oman,21.4735,55.9754,,,,,,,7.753
parceiro,EXP,2024,,,,Ásia,Omã,21.4735,55.9754,,,,,,,2008.088
parceiro,EXP,2023,,,,Ásia,Omã,21.4735,55.9754,,,,,,,550.131
parceiro,EXP,2025,,,,Ásia,Omã,21.4735,55.9754,,,,,,,0.02
parceiro,EXP,2025,,,,América do Norte,Cuba,21.5218,-77.7812,,,,,,,104.364
parceiro,EXP,2024,,,,América do Norte,Cuba,21.5218,-77.7812,,,,,,,49.336
parceiro,EXP,2023,,,,América do Norte,Cuba,21.5218,-77.7812,,,,,,,151.553
parceiro,EXP,2022,,,,América do Norte,Cuba,21.5218,-77.7812,,,,,,,567.423
parceiro,EXP,2025,,,,América,Cuba,21.5218,-77.7812,,,,,,,25.513
parceiro,EXP,2023,,,,América do Norte,Ilhas Turks e Caicos,21.694,-71.7979,,,,,,,161.149
parceiro,EXP,2025,,,,Ásia,Hong Kong,22.3964,114.1095,,,,,,,75047.7
parceiro,EXP,2024,,,,Ásia,Hong Kong,22.3964,114.1095,,,,,,,50401.711
parceiro,EXP,2023,,,,Ásia,Hong Kong,22.3964,114.1095,,,,,,,95462.275
parceiro,EXP,2022,,,,Ásia,Hong Kong,22.3964,114.1095,,,,,,,42478.423
parceiro,EXP,2025,,,,Ásia,EMIRATOS ARABES UNIDOS,23.4241,53.8478,,,,,,,153782.016
parceiro,EXP,2024,,,,Ásia,Emirados Árabes Unidos,23.4241,53.8478,,,,,,,178912.6
parceiro,EXP,2023,,,,Ásia,Emirados Árabes Unidos,23.4241,53.8478,,,,,,,178646.364
parceiro,EXP,2022,,,,Ásia,Emirados Árabes Unidos,23.4241,53.8478,,,,,,,148365.159
parceiro,EXP,2025,,,,Ásia,Emirados Árabes Unidos,23.4241,53.8478,,,,,,,22277.408
parceiro,EXP,2025,,,,América do Norte,México,23.6345,-102.5528,,,,,,,12813.305
parceiro,EXP,2024,,,,América do Norte,México,23.6345,-102.5528,,,,,,,5973.418
parceiro,EXP,2023,,,,América do Norte,México,23.6345,-102.5528,,,,,,,5057.189
parceiro,EXP,2022,,,,América do Norte,México,23.6345,-102.5528,,,,,,,16200.195
parceiro,EXP,2025,,,,América,México,23.6345,-102.5528,,,,,,,11677.301
parceiro,EXP,2025,,,,Ásia,Bangladesh,23.685,90.3563,,,,,,,108828.349
parceiro,EXP,2024,,,,Ásia,Bangladesh,23.685,90.3563,,,,,,,3343.786
parceiro,EXP,2023,,,,Ásia,Bangladesh,23.685,90.3563,,,,,,,42407.578
parceiro,EXP,2022,,,,Ásia,Bangladesh,23.685,90.3563,,,,,,,4867.618
parceiro,EXP,2025,,,,Ásia,Taiwan,23.6978,120.9605,,,,,,,1036.981
parceiro,EXP,2024,,,,Ásia,Taiwan,23.6978,120.9605,,,,,,,42766.667
parceiro,EXP,2023,,,,Ásia,Taiwan,23.6978,120.9605,,,,,,,471.107
parceiro,EXP,2022,,,,Ásia,Taiwan,23.6978,120.9605,,,,,,,1111.002
parceiro,EXP,2025,,,,Ásia,Arábia Saudita,23.8859,45.0792,,,,,,,67543.123
parceiro,EXP,2024,,,,Ásia,Arábia Saudita,23.8859,45.0792,,,,,,,40376.446
parceiro,EXP,2023,,,,Ásia,Arábia Saudita,23.8859,45.0792,,,,,,,69071.521
parceiro,EXP,2022,,,,Ásia,Arábia Saudita,23.8859,45.0792,,,,,,,37433.753
parceiro,EXP,2025,,,,América do Norte,Bahamas,25.0343,-77.3963,,,,,,,6.34
parceiro,EXP,2024,,,,América do Norte,Bahamas,25.0343,-77.3963,,,,,,,405.777
parceiro,EXP,2022,,,,América do Norte,Bahamas,25.0343,-77.3963,,,,,,,381.327
parceiro,EXP,2024,,,,Ásia,Qatar,25.3548,51.1839,,,,,,,1.308
parceiro,EXP,2023,,,,Ásia,Qatar,25.3548,51.1839,,,,,,,130.743
parceiro,EXP,2022,,,,Ásia,Qatar,25.3548,51.1839,,,,,,,84.013
parceiro,EXP,2025,,,,Ásia,Qatar,25.3548,51.1839,,,,,,,597.159
parceiro,EXP,2025,,,,Ásia,Barém,26.0667,50.5577,,,,,,,64032.367
parceiro,EXP,2024,,,,Ásia,Barém,26.0667,50.5577,,,,,,,28115.325
parceiro,EXP,2023,,,,Ásia,Barém,26.0667,50.5577,,,,,,,86174.381
parceiro,EXP,2022,,,,Ásia,Barém,26.0667,50.5577,,,,,,,39911.214
parceiro,EXP,2025,,,,África,Egipto,26.8206,30.8025,,,,,,,11694.048
parceiro,EXP,2024,,,,África,Egipto,26.8206,30.8025,,,,,,,9762.567
parceiro,EXP,2023,,,,África,Egipto,26.8206,30.8025,,,,,,,14.048
parceiro,EXP,2022,,,,África,Egipto,26.8206,30.8025,,,,,,,13.829
parceiro,EXP,2024,,,,África,Argélia,28.0339,1.6596,,,,,,,5.889
parceiro,EXP,2023,,,,África,Argélia,28.0339,1.6596,,,,,,,104.782
parceiro,EXP,2025,,,,Ásia,Nepal,28.3949,84.124,,,,,,,8
parceiro,EXP,2024,,,,Ásia,Nepal,28.3949,84.124,,,,,,,79.065
parceiro,EXP,2023,,,,Ásia,Nepal,28.3949,84.124,,,,,,,245.174
parceiro,EXP,2022,,,,Ásia,Nepal,28.3949,84.124,,,,,,,560.954
parceiro,EXP,2025,,,,Ásia,Koweit,29.3117,47.4818,,,,,,,38236.13
parceiro,EXP,2024,,,,Ásia,Koweit,29.3117,47.4818,,,,,,,8059.012
parceiro,EXP,2023,,,,Ásia,Koweit,29.3117,47.4818,,,,,,,65893.555
parceiro,EXP,2022,,,,Ásia,Koweit,29.3117,47.4818,,,,,,,13318.867
parceiro,EXP,2024,,,,Zona Neutra,Zona Neutra,29.9792,31.1342,,,,,,,67.164
parceiro,EXP,2023,,,,Zona Neutra,Zona Neutra,29.9792,31.1342,,,,,,,230.585
parceiro,EXP,2022,,,,Zona Neutra,Zona Neutra,29.9792,31.1342,,,,,,,7.609
parceiro,EXP,2025,,,,Ásia,Paquistão,30.3753,69.3451,,,,,,,2419.869
parceiro,EXP,2024,,,,Ásia,Paquistão,30.3753,69.3451,,,,,,,4341.065
parceiro,EXP,2023,,,,Ásia,Paquistão,30.3753,69.3451,,,,,,,33512.67
parceiro,EXP,2022,,,,Ásia,Paquistão,30.3753,69.3451,,,,,,,148051.73
parceiro,EXP,2025,,,,Ásia,Jordânia,30.5852,36.2384,,,,,,,36.72
parceiro,EXP,2024,,,,Ásia,Jordânia,30.5852,36.2384,,,,,,,10.099
parceiro,EXP,2023,,,,Ásia,Jordânia,30.5852,36.2384,,,,,,,355.852
parceiro,EXP,2025,,,,Ásia,israel,31.0461,34.8516,,,,,,,491.4
parceiro,EXP,2024,,,,Ásia,Israel,31.0461,34.8516,,,,,,,838.911
parceiro,EXP,2023,,,,Ásia,Israel,31.0461,34.8516,,,,,,,621.808
parceiro,EXP,2022,,,,Ásia,Israel,31.0461,34.8516,,,,,,,181.528
parceiro,EXP,2025,,,,Ásia,Israel,31.0461,34.8516,,,,,,,37.141
parceiro,EXP,2025,,,,África,MARROCOS,31.7917,-7.0926,,,,,,,2983.088
parceiro,EXP,2024,,,,África,Marrocos,31.7917,-7.0926,,,,,,,3475.92
parceiro,EXP,2023,,,,África,Marrocos,31.7917,-7.0926,,,,,,,4.32
parceiro,EXP,2022,,,,África,Marrocos,31.7917,-7.0926,,,,,,,1007.24
parceiro,EXP,2023,,,,América do Norte,Bermudas,32.3078,-64.7505,,,,,,,1.779
parceiro,EXP,2025,,,,Ásia,Iraque,33.2232,43.6793,,,,,,,980
parceiro,EXP,2024,,,,Ásia,Iraque,33.2232,43.6793,,,,,,,0.416
parceiro,EXP,2023,,,,Ásia,Iraque,33.2232,43.6793,,,,,,,329.288
parceiro,EXP,2022,,,,Ásia,Iraque,33.2232,43.6793,,,,,,,30.187
parceiro,EXP,2025,,,,Ásia,Líbano,33.8547,35.8623,,,,,,,26.601
parceiro,EXP,2024,,,,Ásia,Líbano,33.8547,35.8623,,,,,,,16.818
parceiro,EXP,2023,,,,Ásia,Líbano,33.8547,35.8623,,,,,,,263.981
parceiro,EXP,2022,,,,Ásia,Líbano,33.8547,35.8623,,,,,,,360.162
parceiro,EXP,2024,,,,África,Tunísia,33.8869,9.5375,,,,,,,12.116
parceiro,EXP,2023,,,,África,Tunísia,33.8869,9.5375,,,,,,,8.078
parceiro,EXP,2022,,,,África,Tunísia,33.8869,9.5375,,,,,,,3.028
parceiro,EXP,2025,,,,África,Tunísia,33.8869,9.5375,,,,,,,64.691
parceiro,EXP,2025,,,,Ásia,Afghanistan,33.9391,67.71,,,,,,,6.378
parceiro,EXP,2024,,,,Ásia,Afeganistão,33.9391,67.71,,,,,,,139.729
parceiro,EXP,2023,,,,Ásia,Afeganistão,33.9391,67.71,,,,,,,36.243
parceiro,EXP,2022,,,,Ásia,Afeganistão,33.9391,67.71,,,,,,,10.435
parceiro,EXP,2025,,,,Ásia,Afeganistão,33.9391,67.71,,,,,,,13.109
parceiro,EXP,2025,,,,Ásia,Chipre,35.1264,33.4299,,,,,,,116.875
parceiro,EXP,2024,,,,Ásia,Chipre,35.1264,33.4299,,,,,,,61.581
parceiro,EXP,2023,,,,Ásia,Chipre,35.1264,33.4299,,,,,,,173.752
parceiro,EXP,2022,,,,Ásia,Chipre,35.1264,33.4299,,,,,,,197.38
parceiro,EXP,2025,,,,Europa,Chipre,35.1264,33.4299,,,,,,,14.991
parceiro,EXP,2025,,,,Ásia,China,35.8617,104.1954,,,,,,,707461.586
parceiro,EXP,2024,,,,Ásia,China,35.8617,104.1954,,,,,,,1153190.52
parceiro,EXP,2023,,,,Ásia,China,35.8617,104.1954,,,,,,,1139386.988
parceiro,EXP,2022,,,,Ásia,China,35.8617,104.1954,,,,,,,428515.793
parceiro,EXP,2025,,,,Ásia,Coreia do Sul,35.9078,127.7669,,,,,,,561152.379
parceiro,EXP,2024,,,,Ásia,Coreia do Sul,35.9078,127.7669,,,,,,,407759.85
parceiro,EXP,2023,,,,Ásia,Coreia do Sul,35.9078,127.7669,,,,,,,468504.765
parceiro,EXP,2022,,,,Ásia,Coreia do Sul,35.9078,127.7669,,,,,,,501045.35
parceiro,EXP,2024,,,,Europa,Malta,35.9375,14.3754,,,,,,,5.611
parceiro,EXP,2023,,,,Europa,Malta,35.9375,14.3754,,,,,,,0.686
parceiro,EXP,2022,,,,Europa,Malta,35.9375,14.3754,,,,,,,16.408
parceiro,EXP,2022,,,,Europa,Gibraltar,36.1408,-5.3536,,,,,,,30.287
parceiro,EXP,2025,,,,Ásia,Japão,36.2048,138.2529,,,,,,,244752.033
parceiro,EXP,2024,,,,Ásia,Japão,36.2048,138.2529,,,,,,,82903.154
parceiro,EXP,2023,,,,Ásia,Japão,36.2048,138.2529,,,,,,,131247.063
parceiro,EXP,2022,,,,Ásia,Japão,36.2048,138.2529,,,,,,,115422.89
parceiro,EXP,2025,,,,América do Norte,United States,37.0902,-95.7129,,,,,,,64009.641
parceiro,EXP,2024,,,,América do Norte,Estados Unidos,37.0902,-95.7129,,,,,,,102633.999
parceiro,EXP,2023,,,,América do Norte,Estados Unidos,37.0902,-95.7129,,,,,,,108693.967
parceiro,EXP,2022,,,,América do Norte,Estados Unidos,37.0902,-95.7129,,,,,,,124255.996
parceiro,EXP,2025,,,,América,Estados Unidos,37.0902,-95.7129,,,,,,,20854.131
parceiro,EXP,2023,,,,Ásia,Tajiquistão,38.861,71.2761,,,,,,,0.001
parceiro,EXP,2025,,,,Ásia,Turquia,38.9637,35.2433,,,,,,,62028.039
parceiro,EXP,2024,,,,Ásia,Turquia,38.9637,35.2433,,,,,,,7911.785
parceiro,EXP,2023,,,,Ásia,Turquia,38.9637,35.2433,,,,,,,62395.213
parceiro,EXP,2022,,,,Ásia,Turquia,38.9637,35.2433,,,,,,,28548.115
parceiro,EXP,2025,,,,Europa,Turquia,38.9637,35.2433,,,,,,,376.567
parceiro,EXP,2025,,,,Ásia,Turquemenistão,38.9697,59.5563,,,,,,,5.56
parceiro,EXP,2025,,,,Europa,Grecia,39.0742,21.8243,,,,,,,21705.02
parceiro,EXP,2024,,,,Europa,Grécia,39.0742,21.8243,,,,,,,42176.37
parceiro,EXP,2023,,,,Europa,Grécia,39.0742,21.8243,,,,,,,17089.036
parceiro,EXP,2022,,,,Europa,Grécia,39.0742,21.8243,,,,,,,3195.886
parceiro,EXP,2025,,,,Europa,Grécia,39.0742,21.8243,,,,,,,21043.024
parceiro,EXP,2025,,,,Europa,Portugal,39.3999,-8.2245,,,,,,,34911.199
parceiro,EXP,2024,,,,Europa,Portugal,39.3999,-8.2245,,,,,,,22530.483
parceiro,EXP,2023,,,,Europa,Portugal,39.3999,-8.2245,,,,,,,21403.453
parceiro,EXP,2022,,,,Europa,Portugal,39.3999,-8.2245,,,,,,,25632.939
parceiro,EXP,2024,,,,Ásia,Arménia,40.0691,45.0382,,,,,,,4101.54
parceiro,EXP,2025,,,,Ásia,Azerbaijão,40.1431,47.5769,,,,,,,38.023
parceiro,EXP,2024,,,,Ásia,Azerbaijão,40.1431,47.5769,,,,,,,4.046
parceiro,EXP,2024,,,,Ásia,Coreia do Norte,40.3399,127.5101,,,,,,,5.448
parceiro,EXP,2022,,,,Ásia,Coreia do Norte,40.3399,127.5101,,,,,,,50.478
parceiro,EXP,2025,,,,Europa,Espanha,40.4637,-3.7492,,,,,,,100226.378
parceiro,EXP,2024,,,,Europa,Espanha,40.4637,-3.7492,,,,,,,71486.933
parceiro,EXP,2023,,,,Europa,Espanha,40.4637,-3.7492,,,,,,,85555.997
parceiro,EXP,2022,,,,Europa,Espanha,40.4637,-3.7492,,,,,,,185286.02
parceiro,EXP,2024,,,,Europa,Albânia,41.1533,20.1683,,,,,,,4.798
parceiro,EXP,2023,,,,Ásia,Quirguistão,41.2044,74.7661,,,,,,,23.405
parceiro,EXP,2024,,,,Ásia,Uzbequistão,41.3775,64.5853,,,,,,,699.425
parceiro,EXP,2023,,,,Ásia,Uzbequistão,41.3775,64.5853,,,,,,,541.396
parceiro,EXP,2022,,,,Ásia,Uzbequistão,41.3775,64.5853,,,,,,,216.333
parceiro,EXP,2025,,,,Ásia,Uzbequistão,41.3775,64.5853,,,,,,,235.244
parceiro,EXP,2024,,,,Europa,Macedónia do Norte,41.6086,21.7453,,,,,,,365.265
parceiro,EXP,2022,,,,Europa,Macedónia do Norte,41.6086,21.7453,,,,,,,138.546
parceiro,EXP,2025,,,,Europa,Itália,41.8719,12.5674,,,,,,,93585.264
parceiro,EXP,2024,,,,Europa,Itália,41.8719,12.5674,,,,,,,83063.634
parceiro,EXP,2023,,,,Europa,Itália,41.8719,12.5674,,,,,,,238186.381
parceiro,EXP,2022,,,,Europa,Itália,41.8719,12.5674,,,,,,,203847.064
parceiro,EXP,2024,,,,Europa,Georgia,42.3154,43.3569,,,,,,,8.259
parceiro,EXP,2023,,,,Europa,Georgia,42.3154,43.3569,,,,,,,3.274
parceiro,EXP,2025,,,,Europa,Bulgária,42.7339,25.4858,,,,,,,460.19
parceiro,EXP,2024,,,,Europa,Bulgária,42.7339,25.4858,,,,,,,16722.606
parceiro,EXP,2023,,,,Europa,Bulgária,42.7339,25.4858,,,,,,,10331.014
parceiro,EXP,2022,,,,Europa,Bulgária,42.7339,25.4858,,,,,,,275.033
parceiro,EXP,2024,,,,Europa,Mónaco,43.7333,7.4167,,,,,,,60.402
parceiro,EXP,2023,,,,Europa,Mónaco,43.7333,7.4167,,,,,,,48.175
parceiro,EXP,2025,,,,Europa,Sérvia,44.0165,21.0059,,,,,,,387.001
parceiro,EXP,2024,,,,Europa,Sérvia,44.0165,21.0059,,,,,,,398.61
parceiro,EXP,2023,,,,Europa,Sérvia,44.0165,21.0059,,,,,,,212.025
parceiro,EXP,2022,,,,Europa,Sérvia,44.0165,21.0059,,,,,,,283.8
parceiro,EXP,2025,,,,Europa,Croacia,45.1,15.2,,,,,,,259.007
parceiro,EXP,2024,,,,Europa,Croácia,45.1,15.2,,,,,,,2348.733
parceiro,EXP,2023,,,,Europa,Croácia,45.1,15.2,,,,,,,118116.785
parceiro,EXP,2022,,,,Europa,Croácia,45.1,15.2,,,,,,,50421.386
parceiro,EXP,2025,,,,Europa,Croácia,45.1,15.2,,,,,,,22.33
parceiro,EXP,2025,,,,Europa,Roménia,45.9432,24.9668,,,,,,,1568.693
parceiro,EXP,2024,,,,Europa,Roménia,45.9432,24.9668,,,,,,,2656.054
parceiro,EXP,2023,,,,Europa,Roménia,45.9432,24.9668,,,,,,,1112.027
parceiro,EXP,2022,,,,Europa,Roménia,45.9432,24.9668,,,,,,,2792.666
parceiro,EXP,2025,,,,Europa,Eslovénia,46.1512,14.9955,,,,,,,13809.495
parceiro,EXP,2024,,,,Europa,Eslovénia,46.1512,14.9955,,,,,,,17227.198
parceiro,EXP,2023,,,,Europa,Eslovénia,46.1512,14.9955,,,,,,,19433.329
parceiro,EXP,2022,,,,Europa,Eslovénia,46.1512,14.9955,,,,,,,49567.76
parceiro,EXP,2025,,,,Europa,França,46.6034,1.8883,,,,,,,3482.833
parceiro,EXP,2024,,,,Europa,França,46.6034,1.8883,,,,,,,15441.18
parceiro,EXP,2023,,,,Europa,França,46.6034,1.8883,,,,,,,7064.42
parceiro,EXP,2022,,,,Europa,França,46.6034,1.8883,,,,,,,27682.001
parceiro,EXP,2025,,,,Europa,Suíça,46.8182,8.2275,,,,,,,38406.147
parceiro,EXP,2024,,,,Europa,Suíça,46.8182,8.2275,,,,,,,113117.018
parceiro,EXP,2023,,,,Europa,Suíça,46.8182,8.2275,,,,,,,96211.482
parceiro,EXP,2022,,,,Europa,Suíça,46.8182,8.2275,,,,,,,142784.406
parceiro,EXP,2025,,,,Europa,HUNGRIA,47.1625,19.5033,,,,,,,1.241
parceiro,EXP,2024,,,,Europa,Hungria,47.1625,19.5033,,,,,,,482.16
parceiro,EXP,2023,,,,Europa,Hungria,47.1625,19.5033,,,,,,,333.678
parceiro,EXP,2022,,,,Europa,Hungria,47.1625,19.5033,,,,,,,55.499
parceiro,EXP,2023,,,,Europa,Moldávia,47.4116,28.3699,,,,,,,1.211
parceiro,EXP,2025,,,,Europa,Áustria,47.5162,14.5501,,,,,,,51.643
parceiro,EXP,2023,,,,Europa,Áustria,47.5162,14.5501,,,,,,,16.155
parceiro,EXP,2022,,,,Europa,Áustria,47.5162,14.5501,,,,,,,7663.341
parceiro,EXP,2023,,,,Ásia,Cazaquistão,48.0196,66.9237,,,,,,,10.094
parceiro,EXP,2025,,,,Ásia,Cazaquistão,48.0196,66.9237,,,,,,,0.02
